name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score,clean_name,clean_ingredients,popularity_score,cluster
Kavuni Arisi,Tamil Nadu,"black rice, coconut milk, jaggery",240,0.1,0.8,0.1,0.1,0.1,1,30,40,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,med,0.6,kavuni arisi,black rice,0.5,1
Ellu Sadam,Tamil Nadu,"rice, sesame seeds, peanuts, spices",250,0.4,0.2,0.6,0.1,0.2,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,ellu sadam,rice,0.5,5
Kambu Koozh,Tamil Nadu,"pearl millet, buttermilk",120,0.2,0.1,0.3,0.4,0.1,1,10,20,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,med,0.9,kambu koozh,pearl millet,0.5,11
Kari Kozhambu,Tamil Nadu,"mutton, tamarind, spices",220,0.9,0.1,0.7,0.5,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,kari kozhambu,mutton,0.9,4
Vathal Kuzhambu,Tamil Nadu,"sundried vegetables, tamarind, spices",100,0.8,0.1,0.7,0.6,0.2,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,vathal kuzhambu,sundried vegetables,0.5,8
Kollu Rasam,Tamil Nadu,"horse gram, tomato, spices",80,0.7,0.1,0.5,0.6,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,med,0.8,kollu rasam,horse,0.5,12
Paruppu Thogayal,Tamil Nadu,"lentils, garlic, red chilies",150,0.8,0.1,0.7,0.1,0.1,1,10,15,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7,paruppu thogayal,lentils,0.9,10
Karuveppilai Podi,Tamil Nadu,"curry leaves, lentils, spices",200,0.6,0.1,0.7,0.1,0.3,1,20,10,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,med,0.8,karuveppilai podi,curry leaves,0.5,11
Pineapple Pachadi,Tamil Nadu,"pineapple, yogurt, coconut",130,0.3,0.5,0.3,0.6,0.1,1,15,10,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,med,0.7,pineapple pachadi,pineapple,0.5,2
Vazhaipoo Poriyal,Tamil Nadu,"banana flower, coconut, spices",110,0.5,0.1,0.5,0.1,0.2,1,25,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,vazhaipoo poriyal,banana flower,0.5,10
Keerai Vadai,Tamil Nadu,"spinach, lentils, spices",180,0.5,0.1,0.6,0.1,0.2,1,30,15,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,med,0.7,keerai vadai,spinach,0.5,10
Vendakkai Poriyal,Tamil Nadu,"okra, onion, spices",90,0.5,0.1,0.5,0.1,0.1,1,10,15,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,vendakkai poriyal,okra,0.9,0
Muttai Thokku,Tamil Nadu,"eggs, onion, tomato, spices",180,0.7,0.1,0.6,0.3,0.1,1,10,20,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,muttai thokku,eggs,0.9,10
Puliyodharai,Tamil Nadu,"rice, tamarind, peanuts, spices",220,0.7,0.2,0.8,0.6,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,puliyodharai,rice,0.9,5
Seeragasamba Sadham,Tamil Nadu,"seeraga samba rice, spices",200,0.4,0.1,0.5,0.1,0.1,1,10,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,seeragasamba sadham,seeraga samba rice,0.5,5
Kadalai Curry,Tamil Nadu,"chickpeas, coconut, spices",180,0.6,0.2,0.6,0.1,0.1,1,180,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,kadalai curry,chickpeas,0.5,10
Manathakkali Vathal Kuzhambu,Tamil Nadu,"dried black nightshade berries, tamarind",110,0.8,0.1,0.7,0.6,0.2,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,manathakkali vathal kuzhambu,dried black nightshade berries,0.5,12
Kumbakonam Kadappa,Tamil Nadu,"mixed vegetables, lentils, coconut",160,0.6,0.2,0.6,0.2,0.1,1,20,35,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,kumbakonam kadappa,mixed vegetables,0.5,10
Raagi Puttu,Tamil Nadu,"raagi flour, coconut, jaggery",200,0.1,0.6,0.2,0.1,0.1,1,15,20,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,med,0.8,raagi puttu,raagi flour,0.5,14
Ennai Kathirikai,Tamil Nadu,"eggplant, tamarind, spices",140,0.7,0.1,0.6,0.4,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7,ennai kathirikai,eggplant,0.9,8
Kongu Nadu Chicken Chukka,Tamil Nadu,"chicken, spices",240,0.9,0.1,0.7,0.1,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,kongu nadu chicken chukka,chicken,0.9,9
Paruthi Paal,Tamil Nadu,"cottonseed milk, jaggery",180,0.1,0.7,0.1,0.1,0.2,1,10,20,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,low,0.6,paruthi paal,cottonseed milk,0.3,3
Kelvaragu Dosa,Tamil Nadu,"ragi flour, rice flour",150,0.3,0.1,0.4,0.1,0.2,1,240,10,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,med,0.8,kelvaragu dosa,ragi flour,0.5,7
Vazhaipoo Moru Curry,Tamil Nadu,"banana flower, buttermilk, coconut",100,0.5,0.1,0.4,0.5,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,vazhaipoo moru curry,banana flower,0.5,8
Thengai Paal Payasam,Tamil Nadu,"rice, coconut milk, jaggery",240,0.1,0.8,0.1,0.1,0.1,1,15,35,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,high,0.5,thengai paal payasam,rice,0.9,1
Verkadalai Podi,Tamil Nadu,"peanuts, red chilies, garlic",450,0.7,0.1,0.8,0.1,0.1,1,10,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.5,verkadalai podi,peanuts,0.5,10
Kathirikai Chops,Tamil Nadu,"eggplant, chickpea flour, spices",180,0.6,0.1,0.7,0.1,0.2,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.7,kathirikai chops,eggplant,0.5,10
Milagu Jeeraga Rasam,Tamil Nadu,"pepper, cumin, tamarind",70,0.9,0.1,0.5,0.6,0.2,1,10,20,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,high,0.9,milagu jeeraga rasam,pepper,0.9,12
Urulai Roast,Tamil Nadu,"potato, onion, spices",180,0.7,0.1,0.7,0.1,0.1,1,15,25,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.6,urulai roast,potato,0.9,10
Chettinadu Egg Masala,Tamil Nadu,"eggs, onion, tomato, spices",200,0.8,0.1,0.7,0.3,0.1,1,15,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,chettinadu egg masala,eggs,0.9,10
Masiyal,Tamil Nadu,"toor dal, ash gourd, spices",130,0.4,0.1,0.5,0.1,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,masiyal,toor dal,0.5,0
Thavala Adai,Tamil Nadu,"mixed lentils, rice, spices",200,0.5,0.1,0.6,0.1,0.1,1,240,15,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,med,0.8,thavala adai,mixed lentils,0.5,10
Varagu Arisi Satham,Tamil Nadu,"kodo millet, vegetables, spices",180,0.4,0.1,0.5,0.1,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.9,varagu arisi satham,kodo millet,0.5,0
Vazhaipoo Cutlet,Tamil Nadu,"banana flower, potato, spices",160,0.6,0.1,0.7,0.1,0.2,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.7,vazhaipoo cutlet,banana flower,0.5,10
Rava Pongal,Tamil Nadu,"semolina, moong dal, black pepper",190,0.4,0.2,0.6,0.1,0.1,1,10,25,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,med,0.7,rava pongal,semolina,0.5,0
Paal Katti,Tamil Nadu,"milk solids, sugar",300,0.1,0.8,0.2,0.1,0.1,1,10,30,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,med,0.4,paal katti,milk solids,0.5,3
Munthiri Kothu,Tamil Nadu,"cashew nuts, jaggery, ghee",450,0.1,0.9,0.2,0.1,0.1,1,10,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4,munthiri kothu,cashew nuts,0.5,3
Aadi Koozh,Tamil Nadu,"ragi flour, buttermilk",100,0.2,0.1,0.3,0.4,0.1,1,10,15,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,med,0.9,aadi koozh,ragi flour,0.5,5
Kaikari Thokku,Tamil Nadu,"mixed vegetables, tamarind, spices",120,0.7,0.2,0.6,0.5,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,kaikari thokku,mixed vegetables,0.5,10
Momos,Sikkim,"flour, meat/vegetables, spices",220,0.5,0.1,0.7,0.1,0.1,1,40,20,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,high,0.7,momos,flour,0.9,7
Thukpa,Sikkim,"noodles, vegetables, meat (optional)",180,0.6,0.1,0.7,0.2,0.1,1,20,30,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.8,thukpa,noodles,0.9,5
Gundruk,Sikkim,fermented leafy greens,50,0.3,0.1,0.6,0.8,0.2,1,240,20,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,high,0.9,gundruk,fermented leafy greens,0.9,2
Sel Roti,Sikkim,"rice flour, sugar, milk",280,0.1,0.6,0.3,0.1,0.1,1,30,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.5,sel roti,rice flour,0.9,1
Phagshapa,Sikkim,"pork, radish, chili",250,0.7,0.1,0.8,0.1,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,phagshapa,pork,0.9,13
Sael Roti,Sikkim,"rice, sugar, ghee",300,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,high,0.5,sael roti,rice,0.9,1
Kinema,Sikkim,fermented soybeans,180,0.4,0.1,0.8,0.3,0.2,1,240,15,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,med,0.8,kinema,fermented soybeans,0.5,8
Sha Phaley,Sikkim,"flour, meat, spices",260,0.6,0.1,0.7,0.1,0.1,1,30,20,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.6,sha phaley,flour,0.9,7
Sinki,Sikkim,fermented radish tap root,60,0.3,0.1,0.7,0.8,0.2,1,240,15,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,med,0.9,sinki,fermented radish tap root,0.5,12
Chhurpi,Sikkim,yak cheese,300,0.2,0.1,0.8,0.3,0.1,1,240,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,high,0.7,chhurpi,yak cheese,0.9,10
Dhindo,Sikkim,"buckwheat flour, water",200,0.2,0.1,0.4,0.1,0.2,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,dhindo,buckwheat flour,0.5,7
Tama,Sikkim,fermented bamboo shoot,70,0.4,0.1,0.7,0.6,0.2,1,240,15,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,med,0.8,tama,fermented bamboo shoot,0.5,8
Chaang,Sikkim,fermented millet,100,0.1,0.3,0.2,0.4,0.1,1,240,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.6,chaang,fermented millet,0.9,10
Ningro,Sikkim,fiddlehead fern,60,0.3,0.1,0.5,0.2,0.3,1,15,20,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,med,0.9,ningro,fiddlehead fern,0.5,11
Gyathuk,Sikkim,"noodles, vegetables, meat (optional)",200,0.5,0.1,0.7,0.2,0.1,1,20,25,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7,gyathuk,noodles,0.9,5
Sishnu,Sikkim,nettle leaves,50,0.4,0.1,0.5,0.3,0.3,1,15,20,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,med,0.9,sishnu,nettle leaves,0.5,11
Kodo ko Roti,Sikkim,finger millet flour,180,0.2,0.1,0.4,0.1,0.2,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.8,kodo ko roti,finger millet flour,0.9,7
Churpi Soup,Sikkim,"yak cheese, water",150,0.3,0.1,0.8,0.2,0.1,1,10,20,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,med,0.7,churpi soup,yak cheese,0.5,10
Saelroti,Sikkim,"rice flour, sugar, ghee",280,0.1,0.7,0.2,0.1,0.1,1,30,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.5,saelroti,rice flour,0.9,1
Dalle Khursani Pickle,Sikkim,"round chili, oil, spices",80,1.0,0.1,0.8,0.4,0.1,1,20,10,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.7,dalle khursani pickle,round chili,0.9,8
Tibetan Bread,Sikkim,"flour, water, oil",220,0.1,0.2,0.4,0.1,0.1,1,15,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.6,tibetan bread,flour,0.9,7
Mesu,Sikkim,"bamboo shoot, chili",60,0.6,0.1,0.7,0.6,0.2,1,240,15,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,med,0.8,mesu,bamboo shoot,0.5,12
Yangben,Sikkim,"lichen, chili",70,0.5,0.1,0.6,0.2,0.3,1,20,15,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,med,0.8,yangben,lichen,0.5,11
Shimi Sabji,Sikkim,"string beans, spices",100,0.4,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.9,shimi sabji,string beans,0.9,10
Khuri,Sikkim,buckwheat pancake,180,0.2,0.1,0.4,0.1,0.2,1,15,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,med,0.7,khuri,buckwheat pancake,0.5,0
Pakku,Sikkim,"pork, dried",300,0.6,0.1,0.9,0.1,0.1,1,240,30,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.6,pakku,pork,0.9,13
Lukri,Sikkim,wheat pancake,200,0.2,0.2,0.4,0.1,0.1,1,15,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,med,0.7,lukri,wheat pancake,0.5,7
Phapar ko Roti,Sikkim,buckwheat flour,170,0.2,0.1,0.4,0.1,0.2,1,15,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.8,phapar ko roti,buckwheat flour,0.9,7
Shaphaley,Sikkim,"flour, meat, spices",260,0.6,0.1,0.7,0.1,0.1,1,30,20,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.6,shaphaley,flour,0.9,7
Bhusa,Sikkim,"rice, milk, sugar",200,0.1,0.7,0.2,0.1,0.1,1,10,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6,bhusa,rice,0.5,1
Savoury Rice,Sikkim,"rice, vegetables, spices",180,0.4,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,savoury rice,rice,0.9,5
Sargemba,Sikkim,blood sausage,250,0.5,0.1,0.8,0.1,0.2,1,30,30,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,med,0.5,sargemba,blood sausage,0.5,0
Gyuma,Sikkim,blood sausage,260,0.5,0.1,0.8,0.1,0.2,1,30,30,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,med,0.5,gyuma,blood sausage,0.5,0
Sael Roti with Aloo Dum,Sikkim,"rice bread, potato curry",300,0.5,0.3,0.7,0.2,0.1,1,40,30,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.6,sael roti with aloo dum,rice bread,0.9,5
Kalo Dal,Sikkim,"black lentils, spices",180,0.4,0.1,0.6,0.2,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,kalo dal,black lentils,0.9,10
Namkeen Chawal,Sikkim,"rice, salt, ghee",200,0.2,0.1,0.7,0.1,0.1,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,namkeen chawal,rice,0.9,5
Chhurpi Soup,Sikkim,"yak cheese, water",150,0.3,0.1,0.8,0.2,0.1,1,10,20,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,med,0.7,chhurpi soup,yak cheese,0.5,10
Bamboo Shoot Curry,Sikkim,"bamboo shoots, spices",120,0.6,0.1,0.7,0.4,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,bamboo shoot curry,bamboo shoots,0.9,8
Sikkim Tea,Sikkim,"tea leaves, milk, salt",60,0.1,0.2,0.7,0.1,0.2,1,5,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.7,sikkim tea,tea leaves,0.9,11
Thenthuk,Sikkim,"hand-pulled noodles, vegetables, meat (optional)",200,0.5,0.1,0.7,0.2,0.1,1,30,30,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7,thenthuk,handpulled noodles,0.9,5
Chhurpi ko Achar,Sikkim,"yak cheese, chili, spices",180,0.7,0.1,0.8,0.4,0.1,1,15,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,med,0.7,chhurpi ko achar,yak cheese,0.5,8
Simikoa ko Achar,Sikkim,"nettles, chili, spices",70,0.8,0.1,0.7,0.5,0.3,1,20,10,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,med,0.8,simikoa ko achar,nettles,0.5,12
Sikkim Vegetable Stew,Sikkim,"mixed vegetables, spices, coconut milk",150,0.4,0.2,0.6,0.2,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,med,0.9,sikkim vegetable stew,mixed vegetables,0.5,5
Yak Butter Tea,Sikkim,"tea leaves, yak butter, salt",120,0.1,0.2,0.8,0.1,0.2,1,5,10,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.6,yak butter tea,tea leaves,0.9,11
Sikkim Green Curry,Sikkim,"green chilies, herbs, vegetables",130,0.8,0.1,0.7,0.3,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,sikkim green curry,green chilies,0.9,8
Buckwheat Noodles,Sikkim,"buckwheat flour, water",220,0.2,0.1,0.4,0.1,0.2,1,30,15,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.7,buckwheat noodles,buckwheat flour,0.9,7
Sikkimese Pulao,Sikkim,"rice, vegetables, nuts, spices",230,0.5,0.2,0.6,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,sikkimese pulao,rice,0.9,5
Lotus Stem Curry,Sikkim,"lotus stem, spices, yogurt",140,0.6,0.1,0.7,0.3,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,lotus stem curry,lotus stem,0.5,8
Sikkim Mushroom Thukpa,Sikkim,"noodles, mushrooms, vegetables",160,0.5,0.1,0.7,0.2,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.8,sikkim mushroom thukpa,noodles,0.9,5
Yak Cheese Fondue,Sikkim,"yak cheese, wine, bread",280,0.2,0.1,0.8,0.3,0.1,1,15,20,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6,yak cheese fondue,yak cheese,0.5,10
Sikkim Tomato Chutney,Sikkim,"tomatoes, chilies, spices",70,0.7,0.2,0.6,0.5,0.1,1,15,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.8,sikkim tomato chutney,tomatoes,0.9,10
Bamboo Rice,Sikkim,"rice, bamboo shoots, spices",200,0.4,0.1,0.6,0.3,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,bamboo rice,rice,0.5,5
Sikkim Pork Curry,Sikkim,"pork, spices, mustard oil",280,0.7,0.1,0.8,0.2,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,sikkim pork curry,pork,0.9,13
Nettle Leaf Pakora,Sikkim,"nettle leaves, gram flour, spices",180,0.6,0.1,0.7,0.2,0.3,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7,nettle leaf pakora,nettle leaves,0.5,11
Sikkim Radish Salad,Sikkim,"radish, carrots, cucumber, vinaigrette",80,0.3,0.2,0.5,0.4,0.1,1,15,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,high,0.9,sikkim radish salad,radish,0.9,10
Yak Meat Momos,Sikkim,"yak meat, flour, spices",240,0.6,0.1,0.7,0.1,0.1,1,40,20,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,high,0.6,yak meat momos,yak meat,0.9,0
Sikkim Butter Chicken,Sikkim,"chicken, butter, cream, spices",300,0.6,0.2,0.7,0.1,0.1,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5,sikkim butter chicken,chicken,0.9,9
Buckwheat Pancakes,Sikkim,"buckwheat flour, eggs, milk",200,0.1,0.3,0.4,0.1,0.2,1,10,15,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,high,0.7,buckwheat pancakes,buckwheat flour,0.9,7
Sikkim Vegetable Biryani,Sikkim,"rice, mixed vegetables, spices",220,0.6,0.2,0.7,0.1,0.1,1,30,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,sikkim vegetable biryani,rice,0.9,5
Fermented Bamboo Shoot Pickle,Sikkim,"bamboo shoots, oil, spices",90,0.7,0.1,0.8,0.6,0.2,1,240,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,med,0.7,fermented bamboo shoot pickle,bamboo shoots,0.5,12
Sikkim Potato Curry,Sikkim,"potatoes, tomatoes, spices",160,0.5,0.1,0.7,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,sikkim potato curry,potatoes,0.9,10
Yak Milk Lassi,Sikkim,"yak milk, yogurt, sugar",120,0.1,0.5,0.3,0.3,0.1,1,10,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,med,0.7,yak milk lassi,yak milk,0.5,1
Sikkim Egg Curry,Sikkim,"eggs, onions, tomatoes, spices",180,0.6,0.1,0.7,0.2,0.1,1,15,25,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,sikkim egg curry,eggs,0.9,10
Wild Mushroom Soup,Sikkim,"wild mushrooms, cream, herbs",120,0.3,0.2,0.6,0.1,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,med,0.8,wild mushroom soup,wild mushrooms,0.5,10
Sikkim Chicken Noodle Soup,Sikkim,"chicken, noodles, vegetables",180,0.5,0.1,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7,sikkim chicken noodle soup,chicken,0.9,9
Buckwheat Porridge,Sikkim,"buckwheat, milk, honey",180,0.1,0.4,0.3,0.1,0.2,1,5,15,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,med,0.8,buckwheat porridge,buckwheat,0.5,0
Sikkim Fish Curry,Sikkim,"fish, mustard oil, spices",220,0.7,0.1,0.8,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,sikkim fish curry,fish,0.9,13
Nettle Leaf Soup,Sikkim,"nettle leaves, garlic, onions",80,0.4,0.1,0.6,0.3,0.3,1,15,25,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,med,0.9,nettle leaf soup,nettle leaves,0.5,11
Sikkim Vegetable Pakoras,Sikkim,"mixed vegetables, gram flour, spices",200,0.6,0.1,0.7,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,sikkim vegetable pakoras,mixed vegetables,0.9,10
Yak Milk Ice Cream,Sikkim,"yak milk, sugar, flavoring",250,0.1,0.8,0.2,0.1,0.1,1,30,180,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5,yak milk ice cream,yak milk,0.9,3
Sikkim Lentil Soup,Sikkim,"mixed lentils, vegetables, spices",140,0.4,0.1,0.6,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,high,0.9,sikkim lentil soup,mixed lentils,0.9,10
Bamboo Shoot Fritters,Sikkim,"bamboo shoots, gram flour, spices",180,0.6,0.1,0.7,0.3,0.2,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7,bamboo shoot fritters,bamboo shoots,0.5,8
Sikkim Chicken Momos,Sikkim,"chicken, flour, spices",230,0.6,0.1,0.7,0.1,0.1,1,40,20,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,high,0.6,sikkim chicken momos,chicken,0.9,9
Buckwheat Dumplings,Sikkim,"buckwheat flour, vegetables, spices",190,0.4,0.1,0.6,0.2,0.2,1,30,20,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,med,0.7,buckwheat dumplings,buckwheat flour,0.5,7
Sikkim Pumpkin Curry,Sikkim,"pumpkin, coconut milk, spices",140,0.5,0.3,0.6,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,sikkim pumpkin curry,pumpkin,0.9,10
Yak Cheese Toast,Sikkim,"yak cheese, bread, herbs",240,0.3,0.1,0.8,0.1,0.1,1,10,10,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,med,0.6,yak cheese toast,yak cheese,0.5,0
Sikkim Spinach and Cheese Curry,Sikkim,"spinach, yak cheese, spices",160,0.5,0.1,0.7,0.2,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,sikkim spinach and cheese curry,spinach,0.9,10
